user_id,date,amount,description,category,payment_mode
4,2023-05-15,409.24,INOX ticket,Entertainment,UPI
17,2023-05-15,933.33,travel insurance,Travel,Net Banking
5,2023-05-15,9459.98,LIC premium,Investments,Debit Card
16,2023-05-15,2591.48,mutual fund SIP HDFC,Investments,Net Banking
19,2023-05-15,4531.2,Manipal Hospital bill,Healthcare,Credit Card
12,2023-05-15,218.01,Haldiram snacks,Food,Net Banking
11,2023-05-15,9118.18,PPF deposit,Investments,Debit Card
10,2023-05-15,14188.8,college fee,Education,Cash
14,2023-05-15,1403.64,textbook Amazon,Education,Credit Card
17,2023-05-15,1416.94,Steam game purchase,Entertainment,Net Banking
9,2023-05-16,1797.47,diagnostic lab test,Healthcare,Debit Card
13,2023-05-16,519.68,Meesho order,Shopping,UPI
10,2023-05-16,169.93,Café Coffee Day,Food,Debit Card
9,2023-05-16,264.55,Amazon purchase,Shopping,Debit Card
9,2023-05-16,568.01,donation charity,Miscellaneous,Net Banking
11,2023-05-16,933.21,diagnostic lab test,Healthcare,Credit Card
1,2023-05-16,2235.7,OYO hotel booking,Travel,Cash
15,2023-05-16,347.75,Pizza Hut,Food,Credit Card
8,2023-05-16,1302.7,mobile repair,Miscellaneous,Credit Card
13,2023-05-16,488.2,Blinkit order,Shopping,Cash
12,2023-05-16,127.69,Café Coffee Day,Food,Debit Card
13,2023-05-16,128.93,toll payment fastag,Transport,Credit Card
2,2023-05-16,1993.76,college mess fee,Food,UPI
14,2023-05-16,254.72,Meesho order,Shopping,Credit Card
10,2023-05-16,665.25,Airtel postpaid,Utilities,Net Banking
15,2023-05-16,138.01,laundry service,Miscellaneous,Debit Card
16,2023-05-16,584.98,BMTC bus pass,Transport,Cash
7,2023-05-16,179.0,Amazon Prime,Entertainment,Debit Card
10,2023-05-16,37.44,Rapido bike,Transport,Net Banking
10,2023-05-16,1038.11,Udemy course,Education,Debit Card
20,2023-05-16,3762.73,BBMP property tax,Utilities,Credit Card
9,2023-05-16,6001.92,Airbnb stay,Travel,UPI
3,2023-05-16,36769.61,fixed deposit SBI,Investments,UPI
8,2023-05-16,1777.76,exam fee,Education,Credit Card
4,2023-05-16,3053.45,Manipal Hospital bill,Healthcare,UPI
15,2023-05-16,620.66,Pizza Hut,Food,UPI
13,2023-05-16,778.82,Unacademy subscription,Education,Credit Card
6,2023-05-16,72.88,tea and snacks,Food,UPI
5,2023-05-16,71.85,parking charges,Transport,Credit Card
5,2023-05-16,370.41,donation charity,Miscellaneous,Cash
8,2023-05-16,2735.47,college mess fee,Food,Credit Card
12,2023-05-16,399.13,laundry service,Miscellaneous,Net Banking
11,2023-05-16,274.7,local restaurant bill,Food,Debit Card
14,2023-05-16,508.16,donation charity,Miscellaneous,Credit Card
2,2023-05-16,999.66,exam fee,Education,Cash
16,2023-05-16,752.43,gift purchase,Miscellaneous,Net Banking
9,2023-05-16,1061.49,Coursera subscription,Education,Net Banking
10,2023-05-16,1814.98,Steam game purchase,Entertainment,Debit Card
12,2023-05-16,1133.74,BESCOM electricity bill,Utilities,Credit Card
1,2023-05-16,609.84,MedPlus medicines,Healthcare,Debit Card
10,2023-05-16,7967.52,Airbnb stay,Travel,Net Banking
2,2023-05-16,487.46,McDonald's,Food,Credit Card
19,2023-05-16,357.0,vitamin supplements,Healthcare,Debit Card
4,2023-05-16,927.85,Manipal Hospital bill,Healthcare,Cash
5,2023-05-16,1814.38,OYO hotel booking,Travel,Cash
2,2023-05-16,407.63,Practo consultation,Healthcare,Debit Card
2,2023-05-16,440.66,Practo consultation,Healthcare,UPI
6,2023-05-16,663.6,Steam game purchase,Entertainment,UPI
6,2023-05-16,959.72,gas cylinder booking,Utilities,Cash
5,2023-05-16,4105.09,NPS contribution,Investments,Cash
15,2023-05-16,2025.87,Unacademy subscription,Education,Cash
12,2023-05-16,1182.84,Apollo pharmacy,Healthcare,UPI
8,2023-05-17,313.66,Hotstar subscription,Entertainment,Cash
10,2023-05-17,169.02,Netflix subscription,Entertainment,Cash
6,2023-05-17,145.1,auto rickshaw,Transport,Debit Card
20,2023-05-17,416.88,Meesho order,Shopping,UPI
16,2023-05-17,168.29,local restaurant bill,Food,Cash
5,2023-05-17,26757.21,college fee,Education,Debit Card
2,2023-05-17,475.14,Jio recharge,Utilities,Credit Card
4,2023-05-17,218.53,Flipkart order,Shopping,Debit Card
12,2023-05-17,8197.46,Goibibo trip,Travel,Debit Card
9,2023-05-17,1251.86,travel insurance,Travel,Cash
18,2023-05-17,574.5,unknown merchant,Miscellaneous,Credit Card
13,2023-05-17,988.7,Ajio fashion,Shopping,Credit Card
13,2023-05-17,45367.52,fixed deposit SBI,Investments,Debit Card
8,2023-05-17,1389.15,Myntra clothes,Shopping,Debit Card
13,2023-05-17,243.81,breakfast at hotel,Food,Credit Card
17,2023-05-17,8304.29,IndiGo flight,Travel,Debit Card
2,2023-05-17,7344.39,Goibibo trip,Travel,Cash
4,2023-05-17,2132.81,Unacademy subscription,Education,Debit Card
5,2023-05-17,4841.37,coaching institute fee,Education,Debit Card
8,2023-05-17,104.12,toll payment fastag,Transport,Net Banking
17,2023-05-17,352.95,Hotstar subscription,Entertainment,Credit Card
6,2023-05-17,3114.17,mutual fund SIP HDFC,Investments,Credit Card
15,2023-05-17,258.47,eye checkup,Healthcare,Cash
7,2023-05-17,149.66,YouTube Premium,Entertainment,UPI
18,2023-05-17,119.0,Spotify premium,Entertainment,UPI
12,2023-05-17,553.24,KFC bucket,Food,Credit Card
1,2023-05-17,14315.61,Air India ticket,Travel,Debit Card
12,2023-05-17,1980.23,Decathlon sports,Shopping,Net Banking
4,2023-05-17,155.77,Jio recharge,Utilities,Credit Card
15,2023-05-17,934.13,unknown merchant,Miscellaneous,Debit Card
7,2023-05-17,135.14,Ola cab,Transport,Cash
9,2023-05-17,29478.31,gold purchase,Investments,Debit Card
11,2023-05-17,592.8,Meesho order,Shopping,Credit Card
15,2023-05-17,3721.95,mutual fund SIP HDFC,Investments,Net Banking
14,2023-05-17,560.96,exam fee,Education,Debit Card
3,2023-05-17,1158.63,Manipal Hospital bill,Healthcare,Net Banking
18,2023-05-17,151.66,Netflix subscription,Entertainment,Net Banking
20,2023-05-17,237.68,textbook Amazon,Education,Net Banking
10,2023-05-17,2329.58,Unacademy subscription,Education,Net Banking
1,2023-05-17,4904.84,Airbnb stay,Travel,UPI
10,2023-05-17,196.96,newspaper subscription,Miscellaneous,Cash
8,2023-05-18,47.27,Rapido bike,Transport,Debit Card
7,2023-05-18,36.48,Rapido bike,Transport,Cash
5,2023-05-18,422.48,haircut salon,Miscellaneous,Credit Card
2,2023-05-18,388.68,Blinkit order,Shopping,Debit Card
2,2023-05-18,529.82,petrol HP pump,Transport,Cash
16,2023-05-18,748.33,unknown merchant,Miscellaneous,Debit Card
9,2023-05-18,676.18,mobile repair,Miscellaneous,UPI
17,2023-05-18,238.87,haircut salon,Miscellaneous,Net Banking
12,2023-05-18,256.07,Apollo pharmacy,Healthcare,Credit Card
13,2023-05-18,291.38,haircut salon,Miscellaneous,Net Banking
8,2023-05-18,1743.95,ATM withdrawal,Miscellaneous,Credit Card
3,2023-05-18,447.85,PVR movie ticket,Entertainment,UPI
1,2023-05-18,598.84,Netflix subscription,Entertainment,Debit Card
13,2023-05-18,956.57,petrol HP pump,Transport,Net Banking
7,2023-05-18,883.93,gas cylinder booking,Utilities,UPI
11,2023-05-18,179.4,haircut salon,Miscellaneous,Debit Card
13,2023-05-18,3262.38,MakeMyTrip hotel,Travel,Debit Card
17,2023-05-18,167.26,Jio recharge,Utilities,Cash
6,2023-05-18,242.86,gaming café,Entertainment,UPI
4,2023-05-18,782.75,vitamin supplements,Healthcare,UPI
1,2023-05-18,491.87,eye checkup,Healthcare,UPI
5,2023-05-18,565.33,PVR movie ticket,Entertainment,UPI
4,2023-05-18,4798.56,ATM withdrawal,Miscellaneous,Debit Card
17,2023-05-18,413.9,BSNL broadband,Utilities,Debit Card
17,2023-05-18,396.45,Blinkit order,Shopping,Credit Card
11,2023-05-18,1028.84,gas cylinder booking,Utilities,Debit Card
4,2023-05-18,306.82,eye checkup,Healthcare,UPI
15,2023-05-18,3487.84,coaching institute fee,Education,Cash
14,2023-05-18,526.77,BookMyShow event,Entertainment,Credit Card
4,2023-05-18,4868.21,MakeMyTrip hotel,Travel,UPI
16,2023-05-18,468.91,Apollo pharmacy,Healthcare,Credit Card
17,2023-05-18,24.21,tea and snacks,Food,Net Banking
17,2023-05-18,3333.02,LIC premium,Investments,Credit Card
11,2023-05-18,242.25,Uber ride,Transport,Net Banking
16,2023-05-18,3537.18,mutual fund SIP HDFC,Investments,Debit Card
3,2023-05-18,237.63,Café Coffee Day,Food,Net Banking
17,2023-05-18,373.29,Swiggy order,Food,Debit Card
10,2023-05-18,9028.23,Goibibo trip,Travel,Credit Card
14,2023-05-18,765.23,ACT Fibernet,Utilities,Credit Card
4,2023-05-18,147.88,auto rickshaw,Transport,UPI
18,2023-05-18,467.15,Myntra clothes,Shopping,Net Banking
9,2023-05-18,459.05,McDonald's,Food,UPI
5,2023-05-19,265.11,INOX ticket,Entertainment,Cash
16,2023-05-19,313.84,Swiggy order,Food,UPI
1,2023-05-19,229.27,PVR movie ticket,Entertainment,Cash
16,2023-05-19,629.74,BSNL broadband,Utilities,Cash
19,2023-05-19,2117.66,Groww SIP,Investments,Debit Card
2,2023-05-19,741.89,travel insurance,Travel,Debit Card
13,2023-05-19,1349.7,Nykaa cosmetics,Shopping,Debit Card
17,2023-05-19,8311.56,IndiGo flight,Travel,Cash
9,2023-05-19,1741.16,Airbnb stay,Travel,Net Banking
6,2023-05-19,481.09,KFC bucket,Food,Debit Card
12,2023-05-19,1112.31,petrol HP pump,Transport,Net Banking
19,2023-05-19,106.38,gaming café,Entertainment,UPI
16,2023-05-19,800.14,D-Mart grocery,Shopping,Credit Card
10,2023-05-19,90.08,parking charges,Transport,Net Banking
2,2023-05-19,646.3,doctor consultation,Healthcare,Debit Card
18,2023-05-19,2029.91,Amazon purchase,Shopping,Cash
7,2023-05-19,1958.09,BESCOM electricity bill,Utilities,UPI
14,2023-05-19,833.9,BigBasket order,Shopping,UPI
8,2023-05-19,311.87,gift purchase,Miscellaneous,Debit Card
12,2023-05-19,1130.0,Groww SIP,Investments,Net Banking
2,2023-05-19,765.9,BSNL broadband,Utilities,Debit Card
14,2023-05-19,249.22,laundry service,Miscellaneous,UPI
15,2023-05-19,194.63,notebook purchase,Education,Net Banking
13,2023-05-19,42.79,auto rickshaw,Transport,Cash
8,2023-05-19,291.32,Practo consultation,Healthcare,Debit Card
17,2023-05-19,281.82,Practo consultation,Healthcare,Net Banking
18,2023-05-19,240.27,Namma Yatri ride,Transport,UPI
18,2023-05-19,412.5,BMTC bus pass,Transport,Debit Card
17,2023-05-19,24035.72,gold purchase,Investments,Credit Card
4,2023-05-19,11814.83,Goibibo trip,Travel,Net Banking
19,2023-05-19,221.94,BMTC bus pass,Transport,Credit Card
5,2023-05-19,1746.25,Myntra clothes,Shopping,UPI
2,2023-05-19,222.01,INOX ticket,Entertainment,Credit Card
2,2023-05-19,1545.78,D-Mart grocery,Shopping,UPI
4,2023-05-19,605.39,exam fee,Education,Credit Card
1,2023-05-19,3893.02,train travel IRCTC,Travel,UPI
8,2023-05-19,564.35,PVR movie ticket,Entertainment,UPI
6,2023-05-19,1886.35,exam fee,Education,Credit Card
5,2023-05-19,1219.1,Apollo pharmacy,Healthcare,Net Banking
16,2023-05-19,775.42,doctor consultation,Healthcare,UPI
3,2023-05-20,679.83,Steam game purchase,Entertainment,Net Banking
11,2023-05-20,2161.99,train travel IRCTC,Travel,Debit Card
19,2023-05-20,752.25,vitamin supplements,Healthcare,Cash
16,2023-05-20,663.44,vitamin supplements,Healthcare,Net Banking
12,2023-05-20,245.73,Uber ride,Transport,Cash
16,2023-05-20,483.87,Airtel postpaid,Utilities,Net Banking
20,2023-05-20,368.57,doctor consultation,Healthcare,Cash
13,2023-05-20,886.83,donation charity,Miscellaneous,Debit Card
18,2023-05-20,228.59,stationery Natraj,Education,Net Banking
9,2023-05-20,604.14,Netflix subscription,Entertainment,Credit Card
5,2023-05-20,159.34,newspaper subscription,Miscellaneous,Cash
12,2023-05-20,394.7,MedPlus medicines,Healthcare,Net Banking
2,2023-05-20,290.8,local restaurant bill,Food,UPI
5,2023-05-20,217.41,INOX ticket,Entertainment,Net Banking
14,2023-05-20,6277.84,Air India ticket,Travel,Debit Card
7,2023-05-20,3150.62,ATM withdrawal,Miscellaneous,Net Banking
13,2023-05-20,1103.38,Myntra clothes,Shopping,UPI
2,2023-05-20,9271.22,LIC premium,Investments,Net Banking
20,2023-05-20,3478.02,LIC premium,Investments,Debit Card
9,2023-05-20,317.67,Pizza Hut,Food,Debit Card
6,2023-05-20,2748.54,NPS contribution,Investments,UPI
18,2023-05-20,1979.27,college mess fee,Food,UPI
3,2023-05-20,10027.95,Air India ticket,Travel,UPI
3,2023-05-20,773.51,Amazon purchase,Shopping,Net Banking
8,2023-05-20,935.55,exam fee,Education,Credit Card
2,2023-05-20,590.58,Hotstar subscription,Entertainment,UPI
13,2023-05-20,919.8,Steam game purchase,Entertainment,Debit Card
4,2023-05-20,306.27,Jio recharge,Utilities,Credit Card
19,2023-05-20,334.64,metro card recharge,Transport,Net Banking
19,2023-05-20,537.23,BMTC bus pass,Transport,Cash
5,2023-05-20,1577.66,Coursera subscription,Education,UPI
6,2023-05-20,164.06,Haldiram snacks,Food,Debit Card
8,2023-05-20,92.0,canteen lunch,Food,Net Banking
18,2023-05-20,23.77,parking charges,Transport,Cash
7,2023-05-20,15257.38,college fee,Education,Cash
12,2023-05-20,626.61,BSNL broadband,Utilities,Net Banking
1,2023-05-20,925.05,dental clinic,Healthcare,Cash
17,2023-05-20,586.62,textbook Amazon,Education,UPI
6,2023-05-20,4867.55,Goibibo trip,Travel,Net Banking
2,2023-05-20,3929.98,mutual fund SIP HDFC,Investments,UPI
12,2023-05-20,1024.07,Apollo pharmacy,Healthcare,Credit Card
8,2023-05-20,1273.67,train travel IRCTC,Travel,Cash
3,2023-05-20,1456.99,Apollo pharmacy,Healthcare,Cash
13,2023-05-20,1909.44,college mess fee,Food,Cash
19,2023-05-20,796.96,Airtel postpaid,Utilities,Net Banking
14,2023-05-20,588.89,Airtel postpaid,Utilities,UPI
8,2023-05-20,1250.09,PPF deposit,Investments,Debit Card
13,2023-05-20,918.27,Coursera subscription,Education,Credit Card
11,2023-05-20,216.74,eye checkup,Healthcare,Debit Card
2,2023-05-20,1893.31,D-Mart grocery,Shopping,Credit Card
6,2023-05-20,4536.72,ATM withdrawal,Miscellaneous,Debit Card
14,2023-05-20,1236.22,dental clinic,Healthcare,UPI
3,2023-05-20,584.27,Airtel postpaid,Utilities,Cash
15,2023-05-21,102.58,auto rickshaw,Transport,Net Banking
1,2023-05-21,350.33,INOX ticket,Entertainment,Debit Card
12,2023-05-21,166.77,haircut salon,Miscellaneous,Cash
14,2023-05-21,201.88,BWSSB water bill,Utilities,Net Banking
19,2023-05-21,674.52,Udemy course,Education,Debit Card
15,2023-05-21,2429.65,Decathlon sports,Shopping,Debit Card
14,2023-05-21,882.57,diagnostic lab test,Healthcare,Cash
18,2023-05-21,1750.33,Zerodha brokerage,Investments,Credit Card
16,2023-05-21,179.45,Haldiram snacks,Food,Cash
4,2023-05-21,451.52,McDonald's,Food,Net Banking
7,2023-05-21,88.08,stationery Natraj,Education,Debit Card
20,2023-05-21,1009.92,gift purchase,Miscellaneous,Cash
16,2023-05-21,1744.4,Myntra clothes,Shopping,UPI
3,2023-05-21,1396.7,Coursera subscription,Education,Cash
19,2023-05-21,1068.48,travel insurance,Travel,Debit Card
13,2023-05-21,2176.57,Unacademy subscription,Education,Net Banking
8,2023-05-21,1030.37,BESCOM electricity bill,Utilities,Cash
3,2023-05-21,18107.83,fixed deposit SBI,Investments,Net Banking
15,2023-05-21,11135.96,Air India ticket,Travel,Debit Card
5,2023-05-21,3490.3,train travel IRCTC,Travel,Debit Card
15,2023-05-21,668.35,textbook Amazon,Education,UPI
11,2023-05-21,552.61,Steam game purchase,Entertainment,UPI
2,2023-05-21,3964.19,NPS contribution,Investments,Credit Card
3,2023-05-21,1540.84,dental clinic,Healthcare,Net Banking
6,2023-05-21,2518.08,mutual fund SIP HDFC,Investments,UPI
5,2023-05-21,547.52,Apollo pharmacy,Healthcare,Cash
8,2023-05-21,208.43,unknown merchant,Miscellaneous,Cash
2,2023-05-21,12062.51,Air India ticket,Travel,Debit Card
1,2023-05-21,430.94,Jio recharge,Utilities,Credit Card
2,2023-05-21,7873.62,Airbnb stay,Travel,Credit Card
11,2023-05-21,949.48,travel insurance,Travel,Net Banking
3,2023-05-21,1379.95,ATM withdrawal,Miscellaneous,UPI
16,2023-05-21,305.51,Nykaa cosmetics,Shopping,Credit Card
14,2023-05-21,226.99,donation charity,Miscellaneous,Net Banking
13,2023-05-21,562.19,KFC bucket,Food,Debit Card
7,2023-05-21,1817.44,dental clinic,Healthcare,Debit Card
8,2023-05-21,104.64,breakfast at hotel,Food,UPI
10,2023-05-21,3946.67,Zerodha brokerage,Investments,UPI
11,2023-05-21,2849.46,coaching institute fee,Education,Credit Card
3,2023-05-21,738.54,MedPlus medicines,Healthcare,Debit Card
18,2023-05-21,147.81,newspaper subscription,Miscellaneous,Debit Card
20,2023-05-21,7826.75,IndiGo flight,Travel,Net Banking
13,2023-05-21,9993.36,IndiGo flight,Travel,Debit Card
9,2023-05-21,613.99,Blinkit order,Shopping,UPI
7,2023-05-22,320.8,BWSSB water bill,Utilities,Debit Card
14,2023-05-22,1942.43,BESCOM electricity bill,Utilities,UPI
6,2023-05-22,56.06,stationery Natraj,Education,UPI
13,2023-05-22,1616.92,IRCTC train ticket,Transport,Cash
1,2023-05-22,108.0,Haldiram snacks,Food,Credit Card
18,2023-05-22,2055.41,IndiGo flight,Travel,UPI
19,2023-05-22,254.05,Pizza Hut,Food,Cash
7,2023-05-22,769.19,Nykaa cosmetics,Shopping,Cash
10,2023-05-22,3006.13,mutual fund SIP HDFC,Investments,Credit Card
20,2023-05-22,766.3,Unacademy subscription,Education,Debit Card
19,2023-05-22,1585.39,Unacademy subscription,Education,Credit Card
11,2023-05-22,2658.42,college mess fee,Food,Cash
13,2023-05-22,279.22,haircut salon,Miscellaneous,Net Banking
7,2023-05-22,1353.36,Apollo pharmacy,Healthcare,Cash
9,2023-05-22,43.52,notebook purchase,Education,UPI
8,2023-05-22,1720.9,Coursera subscription,Education,Debit Card
2,2023-05-22,4585.18,Air India ticket,Travel,UPI
3,2023-05-22,200.02,MedPlus medicines,Healthcare,Cash
8,2023-05-22,997.95,unknown merchant,Miscellaneous,UPI
9,2023-05-22,1177.8,exam fee,Education,Credit Card
9,2023-05-22,5534.44,MakeMyTrip hotel,Travel,UPI
6,2023-05-22,3640.64,mutual fund SIP HDFC,Investments,Debit Card
18,2023-05-22,73.06,parking charges,Transport,Debit Card
8,2023-05-22,990.48,ACT Fibernet,Utilities,UPI
8,2023-05-22,2443.63,OYO hotel booking,Travel,Debit Card
20,2023-05-22,615.27,IRCTC train ticket,Transport,Net Banking
8,2023-05-22,101.2,newspaper subscription,Miscellaneous,UPI
3,2023-05-22,79.11,tea and snacks,Food,Credit Card
4,2023-05-22,327.49,Airtel postpaid,Utilities,Credit Card
10,2023-05-22,290.04,Apollo pharmacy,Healthcare,UPI
17,2023-05-22,278.88,BWSSB water bill,Utilities,Debit Card
15,2023-05-22,179.11,YouTube Premium,Entertainment,UPI
11,2023-05-22,6588.16,coaching institute fee,Education,Net Banking
19,2023-05-22,7458.24,LIC premium,Investments,Debit Card
2,2023-05-22,43775.58,college fee,Education,Debit Card
2,2023-05-22,8965.88,PPF deposit,Investments,Debit Card
18,2023-05-22,1197.95,Udemy course,Education,Debit Card
18,2023-05-22,633.12,unknown merchant,Miscellaneous,Debit Card
3,2023-05-22,289.96,Zomato delivery,Food,Credit Card
17,2023-05-22,1267.46,exam fee,Education,UPI
8,2023-05-22,1713.11,Ajio fashion,Shopping,Net Banking
8,2023-05-23,1703.62,Groww SIP,Investments,Credit Card
3,2023-05-23,89.67,canteen lunch,Food,Credit Card
18,2023-05-23,485.85,IRCTC train ticket,Transport,UPI
20,2023-05-23,629.19,donation charity,Miscellaneous,Credit Card
10,2023-05-23,871.5,BESCOM electricity bill,Utilities,Cash
20,2023-05-23,891.09,Hotstar subscription,Entertainment,Credit Card
1,2023-05-23,1182.08,BESCOM electricity bill,Utilities,Cash
7,2023-05-23,3409.87,NPS contribution,Investments,Net Banking
20,2023-05-23,2205.33,Amazon purchase,Shopping,Net Banking
11,2023-05-23,28683.32,college fee,Education,Credit Card
10,2023-05-23,2258.03,mutual fund SIP HDFC,Investments,Debit Card
19,2023-05-23,2434.75,NPS contribution,Investments,Credit Card
13,2023-05-23,287.42,PVR movie ticket,Entertainment,Net Banking
17,2023-05-23,1336.91,Apollo pharmacy,Healthcare,Credit Card
6,2023-05-23,568.41,PVR movie ticket,Entertainment,Credit Card
2,2023-05-23,7367.91,Airbnb stay,Travel,Cash
7,2023-05-23,725.3,textbook Amazon,Education,UPI
4,2023-05-23,6030.6,LIC premium,Investments,UPI
8,2023-05-23,311.97,Jio recharge,Utilities,Cash
15,2023-05-23,516.7,gift purchase,Miscellaneous,UPI
4,2023-05-23,6798.46,fixed deposit SBI,Investments,Credit Card
15,2023-05-23,31.59,Rapido bike,Transport,Cash
18,2023-05-23,459.14,BSNL broadband,Utilities,Net Banking
11,2023-05-23,467.01,unknown merchant,Miscellaneous,Net Banking
8,2023-05-23,562.55,Swiggy order,Food,UPI
6,2023-05-23,1083.31,textbook Amazon,Education,Debit Card
2,2023-05-23,359.09,PVR movie ticket,Entertainment,Debit Card
14,2023-05-23,728.88,Airtel postpaid,Utilities,Cash
6,2023-05-23,454.68,Domino's pizza,Food,Cash
20,2023-05-23,684.89,dental clinic,Healthcare,Credit Card
5,2023-05-23,211.04,McDonald's,Food,Credit Card
19,2023-05-23,2921.76,mutual fund SIP HDFC,Investments,Debit Card
10,2023-05-23,3449.04,NPS contribution,Investments,Debit Card
19,2023-05-23,1425.66,Steam game purchase,Entertainment,UPI
16,2023-05-23,490.73,vitamin supplements,Healthcare,Credit Card
18,2023-05-23,1693.87,OYO hotel booking,Travel,Debit Card
20,2023-05-23,664.88,BSNL broadband,Utilities,UPI
18,2023-05-23,555.94,doctor consultation,Healthcare,UPI
8,2023-05-23,610.8,vitamin supplements,Healthcare,Credit Card
17,2023-05-23,684.84,dental clinic,Healthcare,UPI
17,2023-05-23,534.76,Domino's pizza,Food,Credit Card
12,2023-05-23,33.41,auto rickshaw,Transport,Net Banking
16,2023-05-23,234.93,eye checkup,Healthcare,Credit Card
12,2023-05-23,56.35,parking charges,Transport,Credit Card
5,2023-05-23,397.99,doctor consultation,Healthcare,Credit Card
3,2023-05-23,1599.76,Airbnb stay,Travel,Debit Card
1,2023-05-23,551.01,Airtel postpaid,Utilities,Credit Card
5,2023-05-24,134.07,haircut salon,Miscellaneous,UPI
18,2023-05-24,353.01,biryani house,Food,Debit Card
11,2023-05-24,119.0,Spotify premium,Entertainment,Credit Card
12,2023-05-24,1190.97,BESCOM electricity bill,Utilities,Credit Card
2,2023-05-24,3055.85,coaching institute fee,Education,Cash
10,2023-05-24,37093.16,college fee,Education,Net Banking
7,2023-05-24,3799.86,Groww SIP,Investments,Credit Card
7,2023-05-24,493.07,laundry service,Miscellaneous,Credit Card
11,2023-05-24,945.41,Steam game purchase,Entertainment,Debit Card
14,2023-05-24,4061.64,Zerodha brokerage,Investments,UPI
4,2023-05-24,338.8,KFC bucket,Food,UPI
20,2023-05-24,1692.83,Coursera subscription,Education,UPI
19,2023-05-24,25.08,tea and snacks,Food,Debit Card
19,2023-05-24,239.44,INOX ticket,Entertainment,Net Banking
19,2023-05-24,327.41,doctor consultation,Healthcare,Debit Card
20,2023-05-24,404.05,BookMyShow event,Entertainment,Cash
11,2023-05-24,358.47,Meesho order,Shopping,Debit Card
2,2023-05-24,36.96,notebook purchase,Education,Net Banking
10,2023-05-24,1787.27,dental clinic,Healthcare,UPI
19,2023-05-24,739.91,Nykaa cosmetics,Shopping,Net Banking
13,2023-05-24,1231.29,Ajio fashion,Shopping,Credit Card
18,2023-05-24,122.22,Namma Yatri ride,Transport,Cash
10,2023-05-24,1907.66,BESCOM electricity bill,Utilities,Credit Card
11,2023-05-24,468.19,haircut salon,Miscellaneous,Net Banking
18,2023-05-24,705.4,BSNL broadband,Utilities,Cash
2,2023-05-24,1833.14,Myntra clothes,Shopping,Debit Card
16,2023-05-24,2904.76,Manipal Hospital bill,Healthcare,Debit Card
3,2023-05-24,328.52,Netflix subscription,Entertainment,Cash
13,2023-05-24,8825.07,PPF deposit,Investments,Cash
3,2023-05-24,336.86,gaming café,Entertainment,Credit Card
2,2023-05-24,3171.81,BBMP property tax,Utilities,Net Banking
8,2023-05-24,1085.43,Myntra clothes,Shopping,Credit Card
5,2023-05-24,938.55,IRCTC train ticket,Transport,Net Banking
10,2023-05-24,6127.85,PPF deposit,Investments,Credit Card
2,2023-05-24,3968.9,NPS contribution,Investments,Cash
17,2023-05-24,508.01,Meesho order,Shopping,Debit Card
16,2023-05-24,4423.07,NPS contribution,Investments,Cash
12,2023-05-24,105.44,auto rickshaw,Transport,Debit Card
7,2023-05-24,34.75,parking charges,Transport,Debit Card
19,2023-05-24,409.44,Swiggy order,Food,UPI
11,2023-05-24,3477.88,Air India ticket,Travel,Credit Card
20,2023-05-24,31440.09,fixed deposit SBI,Investments,Debit Card
20,2023-05-24,1892.96,OYO hotel booking,Travel,Cash
5,2023-05-24,535.04,dental clinic,Healthcare,Debit Card
14,2023-05-24,3399.66,BBMP property tax,Utilities,Cash
4,2023-05-24,1944.82,Coursera subscription,Education,Net Banking
13,2023-05-25,119.0,Spotify premium,Entertainment,Net Banking
7,2023-05-25,764.65,Steam game purchase,Entertainment,Debit Card
9,2023-05-25,346.66,Meesho order,Shopping,Debit Card
7,2023-05-25,383.57,Meesho order,Shopping,Debit Card
9,2023-05-25,2657.64,train travel IRCTC,Travel,Net Banking
19,2023-05-25,123.95,gaming café,Entertainment,Net Banking
3,2023-05-25,2563.38,Manipal Hospital bill,Healthcare,UPI
8,2023-05-25,312.76,Hotstar subscription,Entertainment,Debit Card
11,2023-05-25,499.92,Udemy course,Education,Net Banking
11,2023-05-25,190.27,notebook purchase,Education,UPI
10,2023-05-25,841.15,Myntra clothes,Shopping,Net Banking
10,2023-05-25,3093.48,mutual fund SIP HDFC,Investments,Net Banking
18,2023-05-25,1114.03,Manipal Hospital bill,Healthcare,Debit Card
11,2023-05-25,1303.01,BookMyShow event,Entertainment,Debit Card
2,2023-05-25,190.74,newspaper subscription,Miscellaneous,Debit Card
10,2023-05-25,721.39,BSNL broadband,Utilities,Credit Card
3,2023-05-25,11088.43,fixed deposit SBI,Investments,Credit Card
1,2023-05-25,1326.92,BigBasket order,Shopping,Credit Card
1,2023-05-25,37586.96,gold purchase,Investments,UPI
5,2023-05-25,237.1,mobile repair,Miscellaneous,Cash
4,2023-05-25,2118.78,Flipkart order,Shopping,Cash
18,2023-05-25,30775.44,college fee,Education,Net Banking
6,2023-05-25,619.38,Netflix subscription,Entertainment,UPI
3,2023-05-25,450.58,BMTC bus pass,Transport,Debit Card
10,2023-05-25,502.53,donation charity,Miscellaneous,Net Banking
18,2023-05-25,175.68,Uber ride,Transport,Debit Card
1,2023-05-25,345.62,haircut salon,Miscellaneous,Debit Card
16,2023-05-25,279.08,Café Coffee Day,Food,Debit Card
9,2023-05-25,449.5,Swiggy order,Food,Credit Card
15,2023-05-25,393.77,Nykaa cosmetics,Shopping,Net Banking
